_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
4,386,exceeded,slide,NEGATIVE,"The actuator lock spring length, the slide length, the piston length, the outside diameter of the piston, and the inside diameter of the end cap and cup were found to exceed drawing requirement tolerances.",drawing requirement tolerances,non-conformance with specifications,post-accident investigation
4,386,exceeded,piston,NEGATIVE,"The actuator lock spring length, the slide length, the piston length, the outside diameter of the piston, and the inside diameter of the end cap and cup were found to exceed drawing requirement tolerances.",drawing requirement tolerances,non-conformance with specifications,post-accident investigation
4,386,exceeded,outside diameter of the piston,NEGATIVE,"The actuator lock spring length, the slide length, the piston length, the outside diameter of the piston, and the inside diameter of the end cap and cup were found to exceed drawing requirement tolerances.",drawing requirement tolerances,non-conformance with specifications,post-accident investigation
4,386,exceeded,inside diameter of the end cap and cup,NEGATIVE,"The actuator lock spring length, the slide length, the piston length, the outside diameter of the piston, and the inside diameter of the end cap and cup were found to exceed drawing requirement tolerances.",drawing requirement tolerances,non-conformance with specifications,post-accident investigation
4,386,was rated,hydraulic fluid,NEGATIVE,Analysis of the hydraulic fluid indicated the fluid was rated at NAS Class 12 due to a high particle count in the 5-15 micron size range.,NAS Class 12,high particle count in 5-15 micron size range,post-accident investigation
4,386,has not set,Beech,NEUTRAL,Beech has not set an in-service limit for hydraulic fluid cleanliness on the 1900 series airplanes.,in-service limit for hydraulic fluid cleanliness on the 1900 series airplanes,no established cleanliness standard,operational context
1,387,encountered,"Bombardier DHC-8-402, N449QX",NEGATIVE,encountered moderate to severe turbulence while on descent for landing to Reno/Tahoe International Airport,moderate to severe turbulence,"one flight attendant seriously injured, two passengers received minor injuries",descent
1,387,started,air traffic control,NEUTRAL,Air traffic control started the flight's descent earlier than the crew expected,the flight's descent,descent began earlier than crew expected,descent
1,387,made,captain,POSITIVE,The captain made an announcement to the cabin crew that they needed to be seated as they had already started their descent and that the likelihood of encountering turbulence during the descent was high.,an announcement to the cabin crew,cabin crew informed of high likelihood of turbulence during descent,descent
1,387,communicated,first officer,NEUTRAL,"The first officer, non-flying pilot, was communicating with air traffic control who was advising of moderate turbulence in the area below 12,000 feet.",with air traffic control,"received advisory of moderate turbulence below 12,000 feet",descent
1,387,performed,first officer,NEUTRAL,"The first officer was doing the approach checklist and made a mental note to chime the cabin crew at 14,000 feet for landing.",approach checklist,"made mental note to chime cabin crew at 14,000 feet",descent
1,387,passed,flight,NEUTRAL,"As the flight passed below 12,000 feet the flight had not encountered much turbulence.","below 12,000 feet",had not encountered much turbulence,descent
1,387,encountered,flight,NEGATIVE,"Then around 10,000 feet as the flight was leveling out, they encountered a series of escalating turbulent jolts, each one lasting a second or two with the strongest categorized as severe.",a series of escalating turbulent jolts,strongest jolt categorized as severe,descent
1,387,disconnected,severe turbulence,NEGATIVE,The severe turbulence disconnected the autopilot and the captain took control of the aircraft.,the autopilot,captain took manual control of the aircraft,descent
2,387,reported,weather report from Reno,NEUTRAL,"weather report from Reno at 0855 reported the wind from 210 degrees at 19 knots, gusting to 24 knots with few clouds at 8,000 feet, scattered clouds at 10,000 feet and broken clouds at 15,000 feet.","wind from 210 degrees at 19 knots, gusting to 24 knots with few clouds at 8,000 feet, scattered clouds at 10,000 feet and broken clouds at 15,000 feet",weather conditions documented,pre-flight
2,387,indicated,Airmet for turbulence,NEGATIVE,"An Airmet for turbulence throughout the state of Nevada indicated turbulence, strong winds and low level wind shear that was valid through 0900.","turbulence, strong winds and low level wind shear",hazard advisory issued,pre-flight
2,387,indicated,Airmet for turbulence,NEGATIVE,"Moderate turbulence was indicated between 18,000 feet and 41,000 feet continuing beyond 0900 through 1500.","moderate turbulence between 18,000 feet and 41,000 feet",extended turbulence advisory issued,pre-flight
1,388,experienced,Spirit Airlines Airbus A319,NEGATIVE,"a Spirit Airlines (NKS) Airbus A319, registration number N516NK, experienced a No. 1 (left) engine failure during climb out from Dallas-Fort Worth International Airport (DFW), Dallas, Texas.",No. 1 (left) engine failure,engine failure occurred during climb out,climb
1,388,reported,flight crew,NEGATIVE,"The flight crew reported that about ten minutes after takeoff, at FL190, the electronic centralized aircraft monitor (ECAM) displayed a No. 1 engine pressure ratio (EPR) mode fault, N2 over limit warning, and an exhaust gas temperature (EGT) over limit warning.",ECAM display of multiple warnings,"warnings included No. 1 engine EPR mode fault, N2 over limit, and EGT over limit",climb
1,388,displayed,aircraft systems,NEGATIVE,The ECAM notifications coincided with heavy vibrations that could be felt throughout the cockpit and cabin.,ECAM notifications,notifications coincided with heavy vibrations,climb
1,388,advanced,flight crew,NEUTRAL,Both engines were advanced to the take-off/go around (TO/GA) power setting until a No. 1 engine fire warning registered about four minutes later,both engines to TO/GA power setting,engines operated at take-off/go around power,climb
1,388,registered,aircraft systems,NEGATIVE,until a No. 1 engine fire warning registered about four minutes later,No. 1 engine fire warning,fire warning activated,climb
1,388,shutdown,flight crew,NEUTRAL,at which time the flight crew shutdown the No. 1 engine and discharged one fire suppression bottle.,No. 1 engine,engine was shut down,climb
1,388,discharged,flight crew,NEUTRAL,at which time the flight crew shutdown the No. 1 engine and discharged one fire suppression bottle.,one fire suppression bottle,fire suppression agent released into No. 1 engine,climb
1,388,entered,smoke,NEGATIVE,During the event sequence smoke began entering the cockpit and the crew donned oxygen masks.,cockpit,cockpit filled with smoke,climb
1,388,donned,flight crew,NEUTRAL,During the event sequence smoke began entering the cockpit and the crew donned oxygen masks.,oxygen masks,crew used supplemental oxygen,climb
2,388,exhibited hardness values,HPT disks,NEGATIVE,The hardness values of the HPT disks were at levels consistent with exposure to temperatures in excess of 1950F (1066C).,consistent with exposure to temperatures in excess of 1950F (1066C),indication of high-temperature exposure,post-accident examination
2,388,increased,hardness values,NEUTRAL,Hardness values increased by stage the further aft measurements were taken in the engine.,by stage toward aft measurements in the engine,progressive increase in hardness from forward to aft stages,post-accident examination
2,388,were lowest,hardness levels,NEUTRAL,Hardness levels were lowest along the outer rim of each disk and were progressively higher toward the center bore.,along the outer rim of each disk,radial variation in material hardness,post-accident examination
2,388,were examined,No. 4 bearing compartment component fracture surfaces,NEUTRAL,The No. 4 bearing compartment component fracture surfaces were examined and features were consistent with overload without indications of fatigue.,for failure characteristics,features consistent with overload without fatigue indications,post-accident examination
